dt,product,industry,apps
2/22/21,B,Beauty Industry,74
2/22/21,B,Construction,13
2/22/21,B,Agriculture,4
2/22/21,B,Transportation,229
2/22/21,B,Communication Services,720
2/22/21,B,Consulting,84
2/22/21,B,Janitorial Services,68
2/22/21,A,Financial Services,22
2/22/21,A,Retail,42
2/22/21,A,Beauty Industry,10
2/22/21,A,Construction,5
2/22/21,A,Transportation,72
2/22/21,A,Communication Services,123
2/22/21,A,Consulting,15
2/22/21,A,Janitorial Services,25
2/23/21,B,Financial Services,57
2/23/21,B,Retail,195
2/23/21,B,Beauty Industry,71
2/23/21,B,Construction,8
2/23/21,B,Agriculture,5
2/23/21,B,Transportation,209
2/23/21,B,Communication Services,608
2/23/21,B,Consulting,80
2/23/21,B,Janitorial Services,57
2/23/21,A,Financial Services,13
2/23/21,A,Retail,33
2/23/21,A,Beauty Industry,11
2/23/21,A,Construction,6
2/23/21,A,Transportation,55
2/23/21,A,Communication Services,126
2/23/21,A,Consulting,19
2/23/21,A,Janitorial Services,9
2/24/21,B,Financial Services,63
2/24/21,B,Retail,176
2/24/21,B,Beauty Industry,66
2/24/21,B,Construction,15
2/24/21,B,Agriculture,3
2/24/21,B,Transportation,214
2/24/21,B,Communication Services,645
2/24/21,B,Consulting,84
2/24/21,B,Janitorial Services,71
2/24/21,A,Financial Services,14
2/24/21,A,Retail,51
2/24/21,A,Beauty Industry,17
2/24/21,A,Agriculture,3
2/24/21,A,Transportation,80
2/24/21,A,Communication Services,104
2/24/21,A,Consulting,27
2/24/21,A,Janitorial Services,11
2/25/21,B,Financial Services,60
2/25/21,B,Retail,198
2/25/21,B,Beauty Industry,55
2/25/21,B,Construction,13
2/25/21,B,Transportation,179
2/25/21,B,Communication Services,610
2/25/21,B,Consulting,88
2/25/21,B,Janitorial Services,74
2/25/21,A,Financial Services,20
2/25/21,A,Retail,39
2/25/21,A,Beauty Industry,11
2/25/21,A,Construction,3
2/25/21,A,Transportation,57
2/25/21,A,Communication Services,109
2/25/21,A,Consulting,15
2/25/21,A,Janitorial Services,14
2/26/21,B,Financial Services,52
2/26/21,B,Retail,163
2/26/21,B,Beauty Industry,75
2/26/21,B,Construction,5
2/26/21,B,Agriculture,3
2/26/21,B,Transportation,176
2/26/21,B,Communication Services,612
2/26/21,B,Consulting,72
2/26/21,B,Janitorial Services,72
2/26/21,A,Financial Services,11
2/26/21,A,Retail,53
2/26/21,A,Beauty Industry,11
2/26/21,A,Construction,3
2/26/21,A,Transportation,47
2/26/21,A,Communication Services,96
2/26/21,A,Consulting,20
2/26/21,A,Janitorial Services,10
2/27/21,B,Financial Services,40
2/27/21,B,Retail,71
2/27/21,B,Beauty Industry,27
2/27/21,B,Construction,6
2/27/21,B,Transportation,94
2/27/21,B,Communication Services,279
2/27/21,B,Consulting,47
2/27/21,B,Janitorial Services,24
2/27/21,A,Financial Services,17
2/27/21,A,Retail,28
2/27/21,A,Beauty Industry,6
2/27/21,A,Construction,4
2/27/21,A,Transportation,52
2/27/21,A,Communication Services,70
2/27/21,A,Consulting,13
2/27/21,A,Janitorial Services,11
2/28/21,B,Financial Services,30
2/28/21,B,Retail,113
2/28/21,B,Beauty Industry,33
2/28/21,B,Construction,13
2/28/21,B,Transportation,85
2/28/21,B,Communication Services,292
2/28/21,B,Consulting,41
2/28/21,B,Janitorial Services,28
2/28/21,A,Financial Services,14
2/28/21,A,Retail,44
2/28/21,A,Beauty Industry,8
2/28/21,A,Construction,5
2/28/21,A,Transportation,51
2/28/21,A,Communication Services,93
2/28/21,A,Consulting,10
2/28/21,A,Janitorial Services,4
3/1/21,B,Financial Services,76
3/1/21,B,Retail,211
3/1/21,B,Beauty Industry,105
3/1/21,B,Construction,13
3/1/21,B,Agriculture,4
3/1/21,B,Transportation,224
3/1/21,B,Communication Services,823
3/1/21,B,Consulting,96
3/1/21,B,Janitorial Services,101
3/1/21,A,Financial Services,26
3/1/21,A,Retail,48
3/1/21,A,Beauty Industry,18
3/1/21,A,Construction,3
3/1/21,A,Transportation,65
3/1/21,A,Communication Services,136
3/1/21,A,Consulting,21
3/1/21,A,Janitorial Services,16
3/2/21,B,Financial Services,93
3/2/21,B,Retail,209
3/2/21,B,Beauty Industry,82
3/2/21,B,Construction,20
3/2/21,B,Agriculture,5
3/2/21,B,Transportation,214
3/2/21,B,Communication Services,728
3/2/21,B,Consulting,95
3/2/21,B,Janitorial Services,62
3/2/21,A,Financial Services,14
3/2/21,A,Retail,36
3/2/21,A,Beauty Industry,11
3/2/21,A,Construction,4
3/2/21,A,Transportation,70
3/2/21,A,Communication Services,119
3/2/21,A,Consulting,21
3/2/21,A,Janitorial Services,11
3/3/21,B,Financial Services,88
3/3/21,B,Retail,194
3/3/21,B,Beauty Industry,90
3/3/21,B,Construction,10
3/3/21,B,Agriculture,3
3/3/21,B,Transportation,219
3/3/21,B,Communication Services,696
3/3/21,B,Consulting,82
3/3/21,B,Janitorial Services,72
3/3/21,A,Financial Services,15
3/3/21,A,Retail,40
3/3/21,A,Beauty Industry,7
3/3/21,A,Construction,6
3/3/21,A,Transportation,83
3/3/21,A,Communication Services,118
3/3/21,A,Consulting,17
3/3/21,A,Janitorial Services,18
3/4/21,B,Financial Services,59
3/4/21,B,Retail,170
3/4/21,B,Beauty Industry,66
3/4/21,B,Construction,9
3/4/21,B,Agriculture,3
3/4/21,B,Transportation,179
3/4/21,B,Communication Services,665
3/4/21,B,Consulting,80
3/4/21,B,Janitorial Services,71
3/4/21,A,Financial Services,10
3/4/21,A,Retail,47
3/4/21,A,Beauty Industry,20
3/4/21,A,Construction,3
3/4/21,A,Transportation,65
3/4/21,A,Communication Services,108
3/4/21,A,Consulting,22
3/4/21,A,Janitorial Services,14
3/5/21,B,Financial Services,58
3/5/21,B,Retail,158
3/5/21,B,Beauty Industry,52
3/5/21,B,Construction,6
3/5/21,B,Transportation,154
3/5/21,B,Communication Services,583
3/5/21,B,Consulting,48
3/5/21,B,Janitorial Services,76
3/5/21,A,Financial Services,8
3/5/21,A,Retail,47
3/5/21,A,Beauty Industry,16
3/5/21,A,Construction,3
3/5/21,A,Agriculture,3
3/5/21,A,Transportation,65
3/5/21,A,Communication Services,102
3/5/21,A,Consulting,25
3/5/21,A,Janitorial Services,9
3/6/21,B,Financial Services,35
3/6/21,B,Retail,91
3/6/21,B,Beauty Industry,18
3/6/21,B,Construction,7
3/6/21,B,Agriculture,3
3/6/21,B,Transportation,91
3/6/21,B,Communication Services,244
3/6/21,B,Consulting,40
3/6/21,B,Janitorial Services,31
3/6/21,A,Financial Services,11
3/6/21,A,Retail,38
3/6/21,A,Beauty Industry,11
3/6/21,A,Transportation,50
3/6/21,A,Communication Services,69
3/6/21,A,Consulting,13
3/6/21,A,Janitorial Services,9
3/7/21,B,Financial Services,26
3/7/21,B,Retail,93
3/7/21,B,Beauty Industry,27
3/7/21,B,Construction,6
3/7/21,B,Agriculture,3
3/7/21,B,Transportation,90
3/7/21,B,Communication Services,248
3/7/21,B,Consulting,32
3/7/21,B,Janitorial Services,21
3/7/21,A,Financial Services,13
3/7/21,A,Retail,29
3/7/21,A,Beauty Industry,13
3/7/21,A,Construction,5
3/7/21,A,Transportation,52
3/7/21,A,Communication Services,77
3/7/21,A,Consulting,11
3/7/21,A,Janitorial Services,9
3/8/21,B,Financial Services,63
3/8/21,B,Retail,189
3/8/21,B,Beauty Industry,58
3/8/21,B,Construction,16
3/8/21,B,Agriculture,4
3/8/21,B,Transportation,190
3/8/21,B,Communication Services,675
3/8/21,B,Consulting,99
3/8/21,B,Janitorial Services,68
3/8/21,A,Financial Services,19
3/8/21,A,Retail,44
3/8/21,A,Beauty Industry,8
3/8/21,A,Construction,4
3/8/21,A,Transportation,70
3/8/21,A,Communication Services,117
3/8/21,A,Consulting,21
3/8/21,A,Janitorial Services,10
3/9/21,B,Financial Services,74
3/9/21,B,Retail,189
3/9/21,B,Beauty Industry,59
3/9/21,B,Construction,15
3/9/21,B,Agriculture,5
3/9/21,B,Transportation,192
3/9/21,B,Communication Services,623
3/9/21,B,Consulting,88
3/9/21,B,Janitorial Services,70
3/9/21,A,Financial Services,17
3/9/21,A,Retail,37
3/9/21,A,Beauty Industry,14
3/9/21,A,Construction,4
3/9/21,A,Transportation,41
3/9/21,A,Communication Services,99
3/9/21,A,Consulting,24
3/9/21,A,Janitorial Services,21
3/10/21,B,Financial Services,68
3/10/21,B,Retail,175
3/10/21,B,Beauty Industry,65
3/10/21,B,Construction,14
3/10/21,B,Agriculture,4
3/10/21,B,Transportation,203
3/10/21,B,Communication Services,632
3/10/21,B,Consulting,69
3/10/21,B,Janitorial Services,88
3/10/21,A,Financial Services,21
3/10/21,A,Retail,38
3/10/21,A,Beauty Industry,18
3/10/21,A,Transportation,51
3/10/21,A,Communication Services,117
3/10/21,A,Consulting,15
3/10/21,A,Janitorial Services,15
3/11/21,B,Financial Services,58
3/11/21,B,Retail,171
3/11/21,B,Beauty Industry,57
3/11/21,B,Construction,14
3/11/21,B,Agriculture,5
3/11/21,B,Transportation,172
3/11/21,B,Communication Services,616
3/11/21,B,Consulting,69
3/11/21,B,Janitorial Services,74
3/11/21,A,Financial Services,9
3/11/21,A,Retail,37
3/11/21,A,Beauty Industry,10
3/11/21,A,Agriculture,3
3/11/21,A,Transportation,50
3/11/21,A,Communication Services,112
3/11/21,A,Consulting,13
3/11/21,A,Janitorial Services,14
3/12/21,B,Financial Services,66
3/12/21,B,Retail,147
3/12/21,B,Beauty Industry,59
3/12/21,B,Construction,13
3/12/21,B,Transportation,130
3/12/21,B,Communication Services,498
3/12/21,B,Consulting,62
3/12/21,B,Janitorial Services,50
3/12/21,A,Financial Services,22
3/12/21,A,Retail,36
3/12/21,A,Beauty Industry,6
3/12/21,A,Construction,3
3/12/21,A,Transportation,36
3/12/21,A,Communication Services,87
3/12/21,A,Consulting,20
3/12/21,A,Janitorial Services,10
3/13/21,B,Financial Services,48
3/13/21,B,Retail,91
3/13/21,B,Beauty Industry,22
3/13/21,B,Construction,6
3/13/21,B,Transportation,98
3/13/21,B,Communication Services,249
3/13/21,B,Consulting,30
3/13/21,B,Janitorial Services,28
3/13/21,A,Financial Services,14
3/13/21,A,Retail,19
3/13/21,A,Beauty Industry,11
3/13/21,A,Agriculture,3
3/13/21,A,Transportation,28
3/13/21,A,Communication Services,55
3/13/21,A,Consulting,15
3/13/21,A,Janitorial Services,9
3/14/21,B,Financial Services,37
3/14/21,B,Retail,96
3/14/21,B,Beauty Industry,16
3/14/21,B,Construction,4
3/14/21,B,Agriculture,3
3/14/21,B,Transportation,95
3/14/21,B,Communication Services,198
3/14/21,B,Consulting,27
3/14/21,B,Janitorial Services,27
3/14/21,A,Financial Services,13
3/14/21,A,Retail,30
3/14/21,A,Beauty Industry,5
3/14/21,A,Agriculture,3
3/14/21,A,Transportation,38
3/14/21,A,Communication Services,72
3/14/21,A,Consulting,16
3/14/21,A,Janitorial Services,6
3/15/21,B,Financial Services,83
3/15/21,B,Retail,181
3/15/21,B,Beauty Industry,61
3/15/21,B,Construction,10
3/15/21,B,Agriculture,8
3/15/21,B,Transportation,213
3/15/21,B,Communication Services,624
3/15/21,B,Consulting,75
3/15/21,B,Janitorial Services,70
3/15/21,A,Financial Services,16
3/15/21,A,Retail,38
3/15/21,A,Beauty Industry,14
3/15/21,A,Construction,4
3/15/21,A,Agriculture,7
3/15/21,A,Transportation,46
3/15/21,A,Communication Services,110
3/15/21,A,Consulting,18
3/15/21,A,Janitorial Services,18
3/16/21,B,Financial Services,81
3/16/21,B,Retail,193
3/16/21,B,Beauty Industry,72
3/16/21,B,Construction,13
3/16/21,B,Agriculture,3
3/16/21,B,Transportation,198
3/16/21,B,Communication Services,698
3/16/21,B,Consulting,93
3/16/21,B,Janitorial Services,66
3/16/21,A,Financial Services,16
3/16/21,A,Retail,32
3/16/21,A,Beauty Industry,14
3/16/21,A,Construction,4
3/16/21,A,Transportation,46
3/16/21,A,Communication Services,115
3/16/21,A,Consulting,16
3/16/21,A,Janitorial Services,14
3/17/21,B,Financial Services,71
3/17/21,B,Retail,167
3/17/21,B,Beauty Industry,70
3/17/21,B,Construction,13
3/17/21,B,Agriculture,3
3/17/21,B,Transportation,173
3/17/21,B,Communication Services,638
3/17/21,B,Consulting,80
3/17/21,B,Janitorial Services,80
3/17/21,A,Financial Services,21
3/17/21,A,Retail,47
3/17/21,A,Beauty Industry,15
3/17/21,A,Construction,4
3/17/21,A,Agriculture,5
3/17/21,A,Transportation,50
3/17/21,A,Communication Services,103
3/17/21,A,Consulting,19
3/17/21,A,Janitorial Services,15
3/18/21,B,Financial Services,72
3/18/21,B,Retail,157
3/18/21,B,Beauty Industry,72
3/18/21,B,Construction,13
3/18/21,B,Agriculture,3
3/18/21,B,Transportation,185
3/18/21,B,Communication Services,590
3/18/21,B,Consulting,77
3/18/21,B,Janitorial Services,83
3/18/21,A,Financial Services,22
3/18/21,A,Retail,36
3/18/21,A,Beauty Industry,10
3/18/21,A,Construction,6
3/18/21,A,Agriculture,3
3/18/21,A,Transportation,64
3/18/21,A,Communication Services,108
3/18/21,A,Consulting,37
3/18/21,A,Janitorial Services,10
3/19/21,B,Financial Services,79
3/19/21,B,Retail,154
3/19/21,B,Beauty Industry,64
3/19/21,B,Construction,6
3/19/21,B,Transportation,159
3/19/21,B,Communication Services,510
3/19/21,B,Consulting,61
3/19/21,B,Janitorial Services,44
3/19/21,A,Financial Services,15
3/19/21,A,Retail,40
3/19/21,A,Beauty Industry,8
3/19/21,A,Construction,4
3/19/21,A,Transportation,52
3/19/21,A,Communication Services,116
3/19/21,A,Consulting,18
3/19/21,A,Janitorial Services,19
3/20/21,B,Financial Services,24
3/20/21,B,Retail,66
3/20/21,B,Beauty Industry,18
3/20/21,B,Construction,6
3/20/21,B,Agriculture,3
3/20/21,B,Transportation,101
3/20/21,B,Communication Services,189
3/20/21,B,Consulting,28
3/20/21,B,Janitorial Services,16
3/20/21,A,Financial Services,14
3/20/21,A,Retail,28
3/20/21,A,Beauty Industry,10
3/20/21,A,Construction,4
3/20/21,A,Transportation,47
3/20/21,A,Communication Services,88
3/20/21,A,Consulting,17
3/20/21,A,Janitorial Services,8
3/21/21,B,Financial Services,41
3/21/21,B,Retail,71
3/21/21,B,Beauty Industry,24
3/21/21,B,Construction,4
3/21/21,B,Transportation,85
3/21/21,B,Communication Services,181
3/21/21,B,Consulting,21
3/21/21,B,Janitorial Services,22
3/21/21,A,Financial Services,15
3/21/21,A,Retail,30
3/21/21,A,Beauty Industry,9
3/21/21,A,Construction,4
3/21/21,A,Transportation,46
3/21/21,A,Communication Services,77
3/21/21,A,Consulting,11
3/21/21,A,Janitorial Services,7
3/22/21,B,Financial Services,80
3/22/21,B,Retail,160
3/22/21,B,Beauty Industry,55
3/22/21,B,Construction,11
3/22/21,B,Agriculture,4
3/22/21,B,Transportation,176
3/22/21,B,Communication Services,572
3/22/21,B,Consulting,59
3/22/21,B,Janitorial Services,51
3/22/21,A,Financial Services,16
3/22/21,A,Retail,44
3/22/21,A,Beauty Industry,8
3/22/21,A,Construction,4
3/22/21,A,Agriculture,3
3/22/21,A,Transportation,75
3/22/21,A,Communication Services,131
3/22/21,A,Consulting,19
3/22/21,A,Janitorial Services,9
3/23/21,B,Financial Services,82
3/23/21,B,Retail,175
3/23/21,B,Beauty Industry,57
3/23/21,B,Construction,13
3/23/21,B,Agriculture,3
3/23/21,B,Transportation,187
3/23/21,B,Communication Services,567
3/23/21,B,Consulting,87
3/23/21,B,Janitorial Services,68
3/23/21,A,Financial Services,19
3/23/21,A,Retail,39
3/23/21,A,Beauty Industry,14
3/23/21,A,Construction,3
3/23/21,A,Agriculture,3
3/23/21,A,Transportation,77
3/23/21,A,Communication Services,123
3/23/21,A,Consulting,22
3/23/21,A,Janitorial Services,24
3/24/21,B,Financial Services,85
3/24/21,B,Retail,173
3/24/21,B,Beauty Industry,68
3/24/21,B,Construction,14
3/24/21,B,Agriculture,3
3/24/21,B,Transportation,174
3/24/21,B,Communication Services,603
3/24/21,B,Consulting,71
3/24/21,B,Janitorial Services,63
3/24/21,A,Financial Services,25
3/24/21,A,Retail,32
3/24/21,A,Beauty Industry,10
3/24/21,A,Construction,5
3/24/21,A,Transportation,49
3/24/21,A,Communication Services,117
3/24/21,A,Consulting,20
3/24/21,A,Janitorial Services,14
3/25/21,B,Financial Services,65
3/25/21,B,Retail,169
3/25/21,B,Beauty Industry,62
3/25/21,B,Construction,7
3/25/21,B,Transportation,171
3/25/21,B,Communication Services,550
3/25/21,B,Consulting,58
3/25/21,B,Janitorial Services,53
3/25/21,A,Financial Services,21
3/25/21,A,Retail,44
3/25/21,A,Beauty Industry,17
3/25/21,A,Construction,3
3/25/21,A,Transportation,65
3/25/21,A,Communication Services,129
3/25/21,A,Consulting,17
3/25/21,A,Janitorial Services,20
3/26/21,B,Financial Services,50
3/26/21,B,Retail,137
3/26/21,B,Beauty Industry,43
3/26/21,B,Construction,7
3/26/21,B,Agriculture,3
3/26/21,B,Transportation,157
3/26/21,B,Communication Services,469
3/26/21,B,Consulting,82
3/26/21,B,Janitorial Services,52
3/26/21,A,Financial Services,19
3/26/21,A,Retail,35
3/26/21,A,Beauty Industry,10
3/26/21,A,Construction,3
3/26/21,A,Transportation,55
3/26/21,A,Communication Services,106
3/26/21,A,Consulting,17
3/26/21,A,Janitorial Services,15
3/27/21,B,Financial Services,29
3/27/21,B,Retail,69
3/27/21,B,Beauty Industry,24
3/27/21,B,Construction,3
3/27/21,B,Transportation,81
3/27/21,B,Communication Services,227
3/27/21,B,Consulting,28
3/27/21,B,Janitorial Services,17
3/27/21,A,Financial Services,11
3/27/21,A,Retail,24
3/27/21,A,Beauty Industry,13
3/27/21,A,Construction,5
3/27/21,A,Transportation,32
3/27/21,A,Communication Services,85
3/27/21,A,Consulting,11
3/27/21,A,Janitorial Services,4
3/28/21,B,Financial Services,41
3/28/21,B,Retail,65
3/28/21,B,Beauty Industry,17
3/28/21,B,Construction,4
3/28/21,B,Agriculture,3
3/28/21,B,Transportation,81
3/28/21,B,Communication Services,226
3/28/21,B,Consulting,27
3/28/21,B,Janitorial Services,25
3/28/21,A,Financial Services,15
3/28/21,A,Retail,29
3/28/21,A,Beauty Industry,7
3/28/21,A,Transportation,36
3/28/21,A,Communication Services,79
3/28/21,A,Consulting,17
3/28/21,A,Janitorial Services,5
3/29/21,B,Financial Services,80
3/29/21,B,Retail,183
3/29/21,B,Beauty Industry,65
3/29/21,B,Construction,15
3/29/21,B,Agriculture,3
3/29/21,B,Transportation,168
3/29/21,B,Communication Services,654
3/29/21,B,Consulting,79
3/29/21,B,Janitorial Services,76
3/29/21,A,Financial Services,14
3/29/21,A,Retail,35
3/29/21,A,Beauty Industry,14
3/29/21,A,Construction,3
3/29/21,A,Agriculture,3
3/29/21,A,Transportation,85
3/29/21,A,Communication Services,119
3/29/21,A,Consulting,21
3/29/21,A,Janitorial Services,21
3/30/21,B,Financial Services,79
3/30/21,B,Retail,157
3/30/21,B,Beauty Industry,71
3/30/21,B,Construction,10
3/30/21,B,Agriculture,4
3/30/21,B,Transportation,189
3/30/21,B,Communication Services,626
3/30/21,B,Consulting,71
3/30/21,B,Janitorial Services,59
3/30/21,A,Financial Services,17
3/30/21,A,Retail,43
3/30/21,A,Beauty Industry,18
3/30/21,A,Construction,6
3/30/21,A,Transportation,63
3/30/21,A,Communication Services,114
3/30/21,A,Consulting,19
3/30/21,A,Janitorial Services,15
3/31/21,B,Financial Services,81
3/31/21,B,Retail,187
3/31/21,B,Beauty Industry,83
3/31/21,B,Construction,7
3/31/21,B,Agriculture,4
3/31/21,B,Transportation,197
3/31/21,B,Communication Services,691
3/31/21,B,Consulting,71
3/31/21,B,Janitorial Services,79
3/31/21,A,Financial Services,22
3/31/21,A,Retail,44
3/31/21,A,Beauty Industry,8
3/31/21,A,Construction,3
3/31/21,A,Transportation,43
3/31/21,A,Communication Services,129
3/31/21,A,Consulting,40
3/31/21,A,Janitorial Services,11
4/1/21,B,Financial Services,76
4/1/21,B,Retail,185
4/1/21,B,Beauty Industry,97
4/1/21,B,Construction,9
4/1/21,B,Agriculture,6
4/1/21,B,Transportation,207
4/1/21,B,Communication Services,663
4/1/21,B,Consulting,96
4/1/21,B,Janitorial Services,66
4/1/21,A,Financial Services,14
4/1/21,A,Retail,51
4/1/21,A,Beauty Industry,15
4/1/21,A,Construction,4
4/1/21,A,Agriculture,3
4/1/21,A,Transportation,59
4/1/21,A,Communication Services,129
4/1/21,A,Consulting,22
4/1/21,A,Janitorial Services,15
4/2/21,B,Financial Services,65
4/2/21,B,Retail,119
4/2/21,B,Beauty Industry,55
4/2/21,B,Construction,9
4/2/21,B,Agriculture,3
4/2/21,B,Transportation,154
4/2/21,B,Communication Services,501
4/2/21,B,Consulting,65
4/2/21,B,Janitorial Services,62
